,ts_code,symbol,name
779,002323.SZ,002323,*ST百特
780,002324.SZ,002324,普利特
781,002325.SZ,002325,洪涛股份
782,002326.SZ,002326,永太科技
783,002327.SZ,002327,富安娜
784,002328.SZ,002328,新朋股份
785,002329.SZ,002329,皇氏集团
786,002330.SZ,002330,得利斯
787,002331.SZ,002331,皖通科技
788,002332.SZ,002332,仙琚制药
789,002333.SZ,002333,*ST罗普
790,002334.SZ,002334,英威腾
791,002335.SZ,002335,科华恒盛
792,002336.SZ,002336,*ST人乐
793,002337.SZ,002337,赛象科技
794,002338.SZ,002338,奥普光电
795,002339.SZ,002339,积成电子
796,002340.SZ,002340,格林美
797,002341.SZ,002341,新纶科技
798,002342.SZ,002342,巨力索具
799,002343.SZ,002343,慈文传媒
800,002344.SZ,002344,海宁皮城
801,002345.SZ,002345,潮宏基
802,002346.SZ,002346,柘中股份
803,002347.SZ,002347,泰尔股份
804,002348.SZ,002348,高乐股份
805,002349.SZ,002349,精华制药
806,002350.SZ,002350,北京科锐
807,002351.SZ,002351,漫步者
808,002352.SZ,002352,顺丰控股
809,002353.SZ,002353,杰瑞股份
810,002354.SZ,002354,天神娱乐
811,002355.SZ,002355,兴民智通
812,002356.SZ,002356,*ST赫美
813,002357.SZ,002357,富临运业
814,002358.SZ,002358,森源电气
815,002359.SZ,002359,*ST北讯
816,002360.SZ,002360,同德化工
817,002361.SZ,002361,神剑股份
818,002362.SZ,002362,汉王科技
819,002363.SZ,002363,隆基机械
820,002364.SZ,002364,中恒电气
821,002365.SZ,002365,永安药业
822,002366.SZ,002366,台海核电
823,002367.SZ,002367,康力电梯
824,002368.SZ,002368,太极股份
825,002369.SZ,002369,卓翼科技
826,002370.SZ,002370,亚太药业
827,002371.SZ,002371,北方华创
828,002372.SZ,002372,伟星新材
829,002373.SZ,002373,千方科技
830,002374.SZ,002374,丽鹏股份
831,002375.SZ,002375,亚厦股份
832,002376.SZ,002376,新北洋
833,002377.SZ,002377,国创高新
834,002378.SZ,002378,章源钨业
835,002379.SZ,002379,宏创控股
836,002380.SZ,002380,科远股份
837,002381.SZ,002381,双箭股份
838,002382.SZ,002382,蓝帆医疗
839,002383.SZ,002383,合众思壮
840,002384.SZ,002384,东山精密
841,002385.SZ,002385,大北农
842,002386.SZ,002386,天原集团
843,002387.SZ,002387,维信诺
844,002388.SZ,002388,新亚制程
845,002389.SZ,002389,航天彩虹
846,002390.SZ,002390,信邦制药
847,002391.SZ,002391,长青股份
848,002392.SZ,002392,北京利尔
849,002393.SZ,002393,力生制药
850,002394.SZ,002394,联发股份
851,002395.SZ,002395,双象股份
852,002396.SZ,002396,星网锐捷
853,002397.SZ,002397,梦洁股份
854,002398.SZ,002398,建研集团
855,002399.SZ,002399,海普瑞
856,002400.SZ,002400,省广集团
857,002401.SZ,002401,中远海科
858,002402.SZ,002402,和而泰
859,002403.SZ,002403,爱仕达
860,002404.SZ,002404,嘉欣丝绸
861,002405.SZ,002405,四维图新
862,002406.SZ,002406,远东传动
863,002407.SZ,002407,多氟多
864,002408.SZ,002408,齐翔腾达
865,002409.SZ,002409,雅克科技
866,002410.SZ,002410,广联达
867,002411.SZ,002411,延安必康
868,002412.SZ,002412,汉森制药
869,002413.SZ,002413,雷科防务
870,002414.SZ,002414,高德红外
871,002415.SZ,002415,海康威视
872,002416.SZ,002416,爱施德
873,002417.SZ,002417,深南股份
874,002418.SZ,002418,康盛股份
875,002419.SZ,002419,天虹股份
876,002420.SZ,002420,*ST毅昌
877,002421.SZ,002421,达实智能
878,002422.SZ,002422,科伦药业
879,002423.SZ,002423,中原特钢
880,002424.SZ,002424,贵州百灵
881,002425.SZ,002425,凯撒文化
882,002426.SZ,002426,胜利精密
883,002427.SZ,002427,*ST尤夫
884,002428.SZ,002428,云南锗业
885,002429.SZ,002429,兆驰股份
886,002430.SZ,002430,杭氧股份
887,002431.SZ,002431,棕榈股份
888,002432.SZ,002432,九安医疗
889,002433.SZ,002433,太安堂
890,002434.SZ,002434,万里扬
891,002435.SZ,002435,长江润发
892,002436.SZ,002436,兴森科技
893,002437.SZ,002437,誉衡药业
894,002438.SZ,002438,江苏神通
895,002439.SZ,002439,启明星辰
896,002440.SZ,002440,闰土股份
897,002441.SZ,002441,众业达
898,002442.SZ,002442,龙星化工
899,002443.SZ,002443,金洲管道
900,002444.SZ,002444,巨星科技
901,002445.SZ,002445,ST中南
902,002446.SZ,002446,盛路通信
903,002447.SZ,002447,晨鑫科技
904,002448.SZ,002448,中原内配
905,002449.SZ,002449,国星光电
906,002450.SZ,002450,*ST康得
907,002451.SZ,002451,摩恩电气
908,002452.SZ,002452,长高集团
909,002453.SZ,002453,华软科技
910,002454.SZ,002454,松芝股份
911,002455.SZ,002455,百川股份
912,002456.SZ,002456,欧菲光
913,002457.SZ,002457,青龙管业
914,002458.SZ,002458,益生股份
915,002459.SZ,002459,天业通联
916,002460.SZ,002460,赣锋锂业
917,002461.SZ,002461,珠江啤酒
918,002462.SZ,002462,嘉事堂
919,002463.SZ,002463,沪电股份
920,002464.SZ,002464,众应互联
921,002465.SZ,002465,海格通信
922,002466.SZ,002466,天齐锂业
923,002467.SZ,002467,二六三
924,002468.SZ,002468,申通快递
925,002469.SZ,002469,三维工程
926,002470.SZ,002470,金正大
927,002471.SZ,002471,中超控股
928,002472.SZ,002472,双环传动
929,002473.SZ,002473,圣莱达
930,002474.SZ,002474,榕基软件
931,002475.SZ,002475,立讯精密
932,002476.SZ,002476,宝莫股份
933,002477.SZ,002477,*ST雏鹰
934,002478.SZ,002478,常宝股份
935,002479.SZ,002479,富春环保
936,002480.SZ,002480,新筑股份
937,002481.SZ,002481,双塔食品
938,002482.SZ,002482,广田集团
939,002483.SZ,002483,润邦股份
940,002484.SZ,002484,江海股份
941,002485.SZ,002485,希努尔
942,002486.SZ,002486,嘉麟杰
943,002487.SZ,002487,大金重工
944,002488.SZ,002488,金固股份
945,002489.SZ,002489,浙江永强
946,002490.SZ,002490,山东墨龙
947,002491.SZ,002491,通鼎互联
948,002492.SZ,002492,恒基达鑫
949,002493.SZ,002493,荣盛石化
950,002494.SZ,002494,华斯股份
951,002495.SZ,002495,佳隆股份
952,002496.SZ,002496,辉丰股份
953,002497.SZ,002497,雅化集团
954,002498.SZ,002498,汉缆股份
955,002499.SZ,002499,*ST科林
956,002500.SZ,002500,山西证券
957,002501.SZ,002501,*ST利源
958,002502.SZ,002502,骅威文化
959,002503.SZ,002503,搜于特
960,002504.SZ,002504,弘高创意
961,002505.SZ,002505,大康农业
962,002506.SZ,002506,协鑫集成
963,002507.SZ,002507,涪陵榨菜
964,002508.SZ,002508,老板电器
965,002509.SZ,002509,天广中茂
966,002510.SZ,002510,天汽模
967,002511.SZ,002511,中顺洁柔
968,002512.SZ,002512,达华智能
969,002513.SZ,002513,蓝丰生化
970,002514.SZ,002514,宝馨科技
971,002515.SZ,002515,金字火腿
972,002516.SZ,002516,旷达科技
973,002517.SZ,002517,恺英网络
974,002518.SZ,002518,科士达
975,002519.SZ,002519,银河电子
976,002520.SZ,002520,日发精机
977,002521.SZ,002521,齐峰新材
978,002522.SZ,002522,浙江众成
979,002523.SZ,002523,天桥起重
980,002524.SZ,002524,光正集团
981,002526.SZ,002526,山东矿机
982,002527.SZ,002527,新时达
983,002528.SZ,002528,英飞拓
984,002529.SZ,002529,海源复材
985,002530.SZ,002530,金财互联
986,002531.SZ,002531,天顺风能
987,002532.SZ,002532,新界泵业
988,002533.SZ,002533,金杯电工
989,002534.SZ,002534,杭锅股份
990,002535.SZ,002535,林州重机
991,002536.SZ,002536,西泵股份
992,002537.SZ,002537,海联金汇
993,002538.SZ,002538,司尔特
994,002539.SZ,002539,云图控股
995,002540.SZ,002540,亚太科技
996,002541.SZ,002541,鸿路钢构
997,002542.SZ,002542,中化岩土
998,002543.SZ,002543,万和电气
999,002544.SZ,002544,杰赛科技
1000,002545.SZ,002545,东方铁塔
1001,002546.SZ,002546,新联电子
1002,002547.SZ,002547,春兴精工
1003,002548.SZ,002548,金新农
1004,002549.SZ,002549,凯美特气
1005,002550.SZ,002550,千红制药
1006,002551.SZ,002551,尚荣医疗
1007,002552.SZ,002552,宝鼎科技
1008,002553.SZ,002553,南方轴承
1009,002554.SZ,002554,惠博普
1010,002555.SZ,002555,三七互娱
1011,002556.SZ,002556,辉隆股份
1012,002557.SZ,002557,洽洽食品
1013,002558.SZ,002558,巨人网络
1014,002559.SZ,002559,亚威股份
1015,002560.SZ,002560,通达股份
1016,002561.SZ,002561,徐家汇
1017,002562.SZ,002562,兄弟科技
1018,002563.SZ,002563,森马服饰
1019,002564.SZ,002564,天沃科技
1020,002565.SZ,002565,顺灏股份
1021,002566.SZ,002566,益盛药业
1022,002567.SZ,002567,唐人神
1023,002568.SZ,002568,百润股份
1024,002569.SZ,002569,*ST步森
1025,002570.SZ,002570,贝因美
1026,002571.SZ,002571,德力股份
1027,002572.SZ,002572,索菲亚
1028,002573.SZ,002573,清新环境
1029,002574.SZ,002574,明牌珠宝
1030,002575.SZ,002575,群兴玩具
1031,002576.SZ,002576,通达动力
1032,002577.SZ,002577,雷柏科技
1033,002578.SZ,002578,闽发铝业
1034,002579.SZ,002579,中京电子
1035,002580.SZ,002580,圣阳股份
1036,002581.SZ,002581,未名医药
1037,002582.SZ,002582,好想你
1038,002583.SZ,002583,海能达
1039,002584.SZ,002584,西陇科学
1040,002585.SZ,002585,双星新材
1041,002586.SZ,002586,围海股份
1042,002587.SZ,002587,奥拓电子
1043,002588.SZ,002588,史丹利
1044,002589.SZ,002589,瑞康医药
1045,002590.SZ,002590,万安科技
1046,002591.SZ,002591,恒大高新
1047,002592.SZ,002592,八菱科技
1048,002593.SZ,002593,日上集团
1049,002594.SZ,002594,比亚迪
1050,002595.SZ,002595,豪迈科技
1051,002596.SZ,002596,海南瑞泽
1052,002597.SZ,002597,金禾实业
1053,002598.SZ,002598,山东章鼓
1054,002599.SZ,002599,盛通股份
1055,002600.SZ,002600,领益智造
1056,002601.SZ,002601,龙蟒佰利
1057,002602.SZ,002602,世纪华通
1058,002603.SZ,002603,以岭药业
1059,002605.SZ,002605,姚记扑克
1060,002606.SZ,002606,大连电瓷
1061,002607.SZ,002607,中公教育
1062,002608.SZ,002608,江苏国信
1063,002609.SZ,002609,捷顺科技
1064,002610.SZ,002610,爱康科技
1065,002611.SZ,002611,东方精工
1066,002612.SZ,002612,朗姿股份
1067,002613.SZ,002613,北玻股份
1068,002614.SZ,002614,奥佳华
1069,002615.SZ,002615,哈尔斯
1070,002616.SZ,002616,长青集团
1071,002617.SZ,002617,露笑科技
1072,002618.SZ,002618,丹邦科技
1073,002619.SZ,002619,艾格拉斯
1074,002620.SZ,002620,瑞和股份
1075,002621.SZ,002621,美吉姆
1076,002622.SZ,002622,融钰集团
1077,002623.SZ,002623,亚玛顿
1078,002624.SZ,002624,完美世界
1079,002625.SZ,002625,光启技术
1080,002626.SZ,002626,金达威
1081,002627.SZ,002627,宜昌交运
1082,002628.SZ,002628,成都路桥
1083,002629.SZ,002629,*ST仁智
1084,002630.SZ,002630,华西能源
1085,002631.SZ,002631,德尔未来
1086,002632.SZ,002632,道明光学
1087,002633.SZ,002633,申科股份
1088,002634.SZ,002634,棒杰股份
1089,002635.SZ,002635,安洁科技
1090,002636.SZ,002636,金安国纪
1091,002637.SZ,002637,赞宇科技
1092,002638.SZ,002638,勤上股份
1093,002639.SZ,002639,雪人股份
1094,002640.SZ,002640,跨境通
1095,002641.SZ,002641,永高股份
1096,002642.SZ,002642,*ST荣联
1097,002643.SZ,002643,万润股份
1098,002644.SZ,002644,佛慈制药
1099,002645.SZ,002645,华宏科技
1100,002646.SZ,002646,青青稞酒
1101,002647.SZ,002647,仁东控股
1102,002648.SZ,002648,卫星石化
1103,002649.SZ,002649,博彦科技
1104,002650.SZ,002650,加加食品
1105,002651.SZ,002651,利君股份
1106,002652.SZ,002652,扬子新材
1107,002653.SZ,002653,海思科
1108,002654.SZ,002654,万润科技
1109,002655.SZ,002655,共达电声
1110,002656.SZ,002656,摩登大道
1111,002657.SZ,002657,中科金财
1112,002658.SZ,002658,雪迪龙
1113,002659.SZ,002659,凯文教育
1114,002660.SZ,002660,茂硕电源
1115,002661.SZ,002661,克明面业
1116,002662.SZ,002662,京威股份
1117,002663.SZ,002663,普邦股份
1118,002664.SZ,002664,长鹰信质
1119,002665.SZ,002665,首航节能
1120,002666.SZ,002666,德联集团
1121,002667.SZ,002667,鞍重股份
1122,002668.SZ,002668,奥马电器
1123,002669.SZ,002669,康达新材
1124,002670.SZ,002670,国盛金控
1125,002671.SZ,002671,龙泉股份
1126,002672.SZ,002672,东江环保
1127,002673.SZ,002673,西部证券
1128,002674.SZ,002674,兴业科技
1129,002675.SZ,002675,东诚药业
1130,002676.SZ,002676,顺威股份
1131,002677.SZ,002677,浙江美大
1132,002678.SZ,002678,珠江钢琴
1133,002679.SZ,002679,福建金森
1134,002681.SZ,002681,奋达科技
1135,002682.SZ,002682,龙洲股份
1136,002683.SZ,002683,宏大爆破
1137,002684.SZ,002684,*ST猛狮
1138,002685.SZ,002685,华东重机
1139,002686.SZ,002686,亿利达
1140,002687.SZ,002687,乔治白
1141,002688.SZ,002688,金河生物
1142,002689.SZ,002689,远大智能
1143,002690.SZ,002690,美亚光电
1144,002691.SZ,002691,冀凯股份
1145,002692.SZ,002692,远程股份
1146,002693.SZ,002693,双成药业
1147,002694.SZ,002694,顾地科技
1148,002695.SZ,002695,煌上煌
1149,002696.SZ,002696,百洋股份
1150,002697.SZ,002697,红旗连锁
1151,002698.SZ,002698,博实股份
1152,002699.SZ,002699,美盛文化
1153,002700.SZ,002700,新疆浩源
1154,002701.SZ,002701,奥瑞金
1155,002702.SZ,002702,海欣食品
1156,002703.SZ,002703,浙江世宝
1157,002705.SZ,002705,新宝股份
1158,002706.SZ,002706,良信电器
1159,002707.SZ,002707,众信旅游
1160,002708.SZ,002708,光洋股份
1161,002709.SZ,002709,天赐材料
1162,002711.SZ,002711,*ST欧浦
1163,002712.SZ,002712,思美传媒
1164,002713.SZ,002713,东易日盛
1165,002714.SZ,002714,牧原股份
1166,002715.SZ,002715,登云股份
1167,002716.SZ,002716,金贵银业
1168,002717.SZ,002717,岭南股份
1169,002718.SZ,002718,友邦吊顶
1170,002719.SZ,002719,麦趣尔
1171,002721.SZ,002721,金一文化
1172,002722.SZ,002722,金轮股份
1173,002723.SZ,002723,金莱特
1174,002724.SZ,002724,海洋王
1175,002725.SZ,002725,跃岭股份
1176,002726.SZ,002726,龙大肉食
1177,002727.SZ,002727,一心堂
1178,002728.SZ,002728,特一药业
1179,002729.SZ,002729,好利来
1180,002730.SZ,002730,电光科技
1181,002731.SZ,002731,萃华珠宝
1182,002732.SZ,002732,燕塘乳业
1183,002733.SZ,002733,雄韬股份
1184,002734.SZ,002734,利民股份
1185,002735.SZ,002735,王子新材
1186,002736.SZ,002736,国信证券
1187,002737.SZ,002737,葵花药业
1188,002738.SZ,002738,中矿资源
1189,002739.SZ,002739,万达电影
1190,002740.SZ,002740,爱迪尔
1191,002741.SZ,002741,光华科技
1192,002742.SZ,002742,三圣股份
1193,002743.SZ,002743,富煌钢构
1194,002745.SZ,002745,木林森
1195,002746.SZ,002746,仙坛股份
1196,002747.SZ,002747,埃斯顿
1197,002748.SZ,002748,世龙实业
1198,002749.SZ,002749,国光股份
1199,002750.SZ,002750,龙津药业
1200,002751.SZ,002751,易尚展示
1201,002752.SZ,002752,昇兴股份
1202,002753.SZ,002753,永东股份
1203,002755.SZ,002755,奥赛康
1204,002756.SZ,002756,永兴特钢
1205,002757.SZ,002757,南兴装备
1206,002758.SZ,002758,华通医药
1207,002759.SZ,002759,天际股份
1208,002760.SZ,002760,凤形股份
1209,002761.SZ,002761,多喜爱
1210,002762.SZ,002762,金发拉比
1211,002763.SZ,002763,汇洁股份
1212,002765.SZ,002765,蓝黛传动
1213,002766.SZ,002766,*ST索菱
1214,002767.SZ,002767,先锋电子
1215,002768.SZ,002768,国恩股份
1216,002769.SZ,002769,普路通
1217,002770.SZ,002770,科迪乳业
1218,002771.SZ,002771,真视通
1219,002772.SZ,002772,众兴菌业
1220,002773.SZ,002773,康弘药业
1221,002774.SZ,002774,快意电梯
1222,002775.SZ,002775,文科园林
1223,002776.SZ,002776,柏堡龙
1224,002777.SZ,002777,久远银海
1225,002778.SZ,002778,高科石化
1226,002779.SZ,002779,中坚科技
1227,002780.SZ,002780,三夫户外
1228,002781.SZ,002781,奇信股份
1229,002782.SZ,002782,可立克
1230,002783.SZ,002783,凯龙股份
1231,002785.SZ,002785,万里石
1232,002786.SZ,002786,银宝山新
1233,002787.SZ,002787,华源控股
1234,002788.SZ,002788,鹭燕医药
1235,002789.SZ,002789,建艺集团
1236,002790.SZ,002790,瑞尔特
1237,002791.SZ,002791,坚朗五金
1238,002792.SZ,002792,通宇通讯
1239,002793.SZ,002793,东音股份
1240,002795.SZ,002795,永和智控
1241,002796.SZ,002796,世嘉科技
1242,002797.SZ,002797,第一创业
1243,002798.SZ,002798,帝欧家居
1244,002799.SZ,002799,环球印务
1245,002800.SZ,002800,天顺股份
1246,002801.SZ,002801,微光股份
1247,002802.SZ,002802,洪汇新材
1248,002803.SZ,002803,吉宏股份
1249,002805.SZ,002805,丰元股份
1250,002806.SZ,002806,华锋股份
1251,002807.SZ,002807,江阴银行
1252,002808.SZ,002808,恒久科技
1253,002809.SZ,002809,红墙股份
1254,002810.SZ,002810,山东赫达
1255,002811.SZ,002811,亚泰国际
1256,002812.SZ,002812,恩捷股份
1257,002813.SZ,002813,路畅科技
1258,002815.SZ,002815,崇达技术
1259,002816.SZ,002816,和科达
1260,002817.SZ,002817,黄山胶囊
1261,002818.SZ,002818,富森美
1262,002819.SZ,002819,东方中科
1263,002820.SZ,002820,桂发祥
1264,002821.SZ,002821,凯莱英
1265,002822.SZ,002822,中装建设
1266,002823.SZ,002823,凯中精密
1267,002824.SZ,002824,和胜股份
1268,002825.SZ,002825,纳尔股份
1269,002826.SZ,002826,易明医药
1270,002827.SZ,002827,高争民爆
1271,002828.SZ,002828,贝肯能源
1272,002829.SZ,002829,星网宇达
1273,002830.SZ,002830,名雕股份
1274,002831.SZ,002831,裕同科技
1275,002832.SZ,002832,比音勒芬
1276,002833.SZ,002833,弘亚数控
1277,002835.SZ,002835,同为股份
1278,002836.SZ,002836,新宏泽
1279,002837.SZ,002837,英维克
1280,002838.SZ,002838,道恩股份
1281,002839.SZ,002839,张家港行
1282,002840.SZ,002840,华统股份
1283,002841.SZ,002841,视源股份
1284,002842.SZ,002842,翔鹭钨业
1285,002843.SZ,002843,泰嘉股份
1286,002845.SZ,002845,同兴达
1287,002846.SZ,002846,英联股份
1288,002847.SZ,002847,盐津铺子
1289,002848.SZ,002848,高斯贝尔
1290,002849.SZ,002849,威星智能
1291,002850.SZ,002850,科达利
1292,002851.SZ,002851,麦格米特
1293,002852.SZ,002852,道道全
1294,002853.SZ,002853,皮阿诺
1295,002855.SZ,002855,捷荣技术
1296,002856.SZ,002856,美芝股份
1297,002857.SZ,002857,三晖电气
1298,002858.SZ,002858,力盛赛车
1299,002859.SZ,002859,洁美科技
1300,002860.SZ,002860,星帅尔
1301,002861.SZ,002861,瀛通通讯
1302,002862.SZ,002862,实丰文化
1303,002863.SZ,002863,今飞凯达
1304,002864.SZ,002864,盘龙药业
1305,002865.SZ,002865,钧达股份
1306,002866.SZ,002866,传艺科技
1307,002867.SZ,002867,周大生
1308,002868.SZ,002868,绿康生化
1309,002869.SZ,002869,金溢科技
1310,002870.SZ,002870,香山股份
1311,002871.SZ,002871,伟隆股份
1312,002872.SZ,002872,*ST天圣
1313,002873.SZ,002873,新天药业
1314,002875.SZ,002875,安奈儿
1315,002876.SZ,002876,三利谱
1316,002877.SZ,002877,智能自控
1317,002878.SZ,002878,元隆雅图
1318,002879.SZ,002879,长缆科技
1319,002880.SZ,002880,卫光生物
1320,002881.SZ,002881,美格智能
1321,002882.SZ,002882,金龙羽
1322,002883.SZ,002883,中设股份
1323,002884.SZ,002884,凌霄泵业
1324,002885.SZ,002885,京泉华
1325,002886.SZ,002886,沃特股份
1326,002887.SZ,002887,绿茵生态
1327,002888.SZ,002888,惠威科技
1328,002889.SZ,002889,东方嘉盛
1329,002890.SZ,002890,弘宇股份
1330,002891.SZ,002891,中宠股份
1331,002892.SZ,002892,科力尔
1332,002893.SZ,002893,华通热力
1333,002895.SZ,002895,川恒股份
1334,002896.SZ,002896,中大力德
1335,002897.SZ,002897,意华股份
1336,002898.SZ,002898,赛隆药业
1337,002899.SZ,002899,英派斯
1338,002900.SZ,002900,哈三联
1339,002901.SZ,002901,大博医疗
1340,002902.SZ,002902,铭普光磁
1341,002903.SZ,002903,宇环数控
1342,002905.SZ,002905,金逸影视
1343,002906.SZ,002906,华阳集团
1344,002907.SZ,002907,华森制药
1345,002908.SZ,002908,德生科技
1346,002909.SZ,002909,集泰股份
1347,002910.SZ,002910,庄园牧场
1348,002911.SZ,002911,佛燃股份
1349,002912.SZ,002912,中新赛克
1350,002913.SZ,002913,奥士康
1351,002915.SZ,002915,中欣氟材
1352,002916.SZ,002916,深南电路
1353,002917.SZ,002917,金奥博
1354,002918.SZ,002918,蒙娜丽莎
1355,002919.SZ,002919,名臣健康
1356,002920.SZ,002920,德赛西威
1357,002921.SZ,002921,联诚精密
1358,002922.SZ,002922,伊戈尔
1359,002923.SZ,002923,润都股份
1360,002925.SZ,002925,盈趣科技
1361,002926.SZ,002926,华西证券
1362,002927.SZ,002927,泰永长征
1363,002928.SZ,002928,华夏航空
1364,002929.SZ,002929,润建股份
1365,002930.SZ,002930,宏川智慧
1366,002931.SZ,002931,锋龙股份
1367,002932.SZ,002932,明德生物
1368,002933.SZ,002933,新兴装备
1369,002935.SZ,002935,天奥电子
1370,002936.SZ,002936,郑州银行
1371,002937.SZ,002937,兴瑞科技
1372,002938.SZ,002938,鹏鼎控股
1373,002939.SZ,002939,长城证券
1374,002940.SZ,002940,昂利康
1375,002941.SZ,002941,新疆交建
1376,002942.SZ,002942,新农股份
1377,002943.SZ,002943,宇晶股份
1378,002945.SZ,002945,华林证券
1379,002946.SZ,002946,新乳业
1380,002947.SZ,002947,恒铭达
1381,002948.SZ,002948,青岛银行
1382,002949.SZ,002949,华阳国际
1383,002950.SZ,002950,奥美医疗
1384,002951.SZ,002951,金时科技
1385,002952.SZ,002952,亚世光电
1386,002953.SZ,002953,日丰股份
1387,002955.SZ,002955,鸿合科技
1388,002958.SZ,002958,青农商行
1389,300001.SZ,300001,特锐德
1390,300002.SZ,300002,神州泰岳
1391,300003.SZ,300003,乐普医疗
1392,300004.SZ,300004,南风股份
1393,300005.SZ,300005,探路者
1394,300006.SZ,300006,莱美药业
1395,300007.SZ,300007,汉威科技
1396,300008.SZ,300008,天海防务
1397,300009.SZ,300009,安科生物
1398,300010.SZ,300010,立思辰
1399,300011.SZ,300011,鼎汉技术
1400,300012.SZ,300012,华测检测
1401,300013.SZ,300013,新宁物流
1402,300014.SZ,300014,亿纬锂能
1403,300015.SZ,300015,爱尔眼科
1404,300016.SZ,300016,北陆药业
1405,300017.SZ,300017,网宿科技
1406,300018.SZ,300018,中元股份
1407,300019.SZ,300019,硅宝科技
1408,300020.SZ,300020,银江股份
1409,300021.SZ,300021,大禹节水
1410,300022.SZ,300022,吉峰科技
1411,300023.SZ,300023,宝德股份
1412,300024.SZ,300024,机器人
1413,300025.SZ,300025,华星创业
1414,300026.SZ,300026,红日药业
1415,300027.SZ,300027,华谊兄弟
1416,300029.SZ,300029,天龙光电
1417,300030.SZ,300030,阳普医疗
1418,300031.SZ,300031,宝通科技
1419,300032.SZ,300032,金龙机电
1420,300033.SZ,300033,同花顺
1421,300034.SZ,300034,钢研高纳
1422,300035.SZ,300035,中科电气
1423,300036.SZ,300036,超图软件
1424,300037.SZ,300037,新宙邦
1425,300038.SZ,300038,数知科技
1426,300039.SZ,300039,上海凯宝
1427,300040.SZ,300040,九洲电气
1428,300041.SZ,300041,回天新材
1429,300042.SZ,300042,朗科科技
1430,300043.SZ,300043,星辉娱乐
1431,300044.SZ,300044,赛为智能
1432,300045.SZ,300045,华力创通
1433,300046.SZ,300046,台基股份
1434,300047.SZ,300047,天源迪科
1435,300048.SZ,300048,合康新能
1436,300049.SZ,300049,福瑞股份
1437,300050.SZ,300050,世纪鼎利
1438,300051.SZ,300051,三五互联
1439,300052.SZ,300052,中青宝
1440,300053.SZ,300053,欧比特
1441,300054.SZ,300054,鼎龙股份
1442,300055.SZ,300055,万邦达
1443,300056.SZ,300056,三维丝
1444,300057.SZ,300057,万顺新材
1445,300058.SZ,300058,蓝色光标
1446,300059.SZ,300059,东方财富
1447,300061.SZ,300061,康旗股份
1448,300062.SZ,300062,中能电气
1449,300063.SZ,300063,天龙集团
1450,300064.SZ,300064,豫金刚石
1451,300065.SZ,300065,海兰信
1452,300066.SZ,300066,三川智慧
1453,300067.SZ,300067,安诺其
1454,300068.SZ,300068,南都电源
1455,300069.SZ,300069,金利华电
1456,300070.SZ,300070,碧水源
1457,300071.SZ,300071,华谊嘉信
1458,300072.SZ,300072,三聚环保
1459,300073.SZ,300073,当升科技
1460,300074.SZ,300074,华平股份
1461,300075.SZ,300075,数字政通
1462,300076.SZ,300076,GQY视讯
1463,300077.SZ,300077,国民技术
1464,300078.SZ,300078,思创医惠
1465,300079.SZ,300079,数码科技
1466,300080.SZ,300080,易成新能
1467,300081.SZ,300081,恒信东方
1468,300082.SZ,300082,奥克股份
1469,300083.SZ,300083,劲胜智能
1470,300084.SZ,300084,海默科技
1471,300085.SZ,300085,银之杰
1472,300086.SZ,300086,康芝药业
1473,300087.SZ,300087,荃银高科
1474,300088.SZ,300088,长信科技
1475,300089.SZ,300089,文化长城
1476,300090.SZ,300090,盛运环保
1477,300091.SZ,300091,金通灵
1478,300092.SZ,300092,科新机电
1479,300093.SZ,300093,金刚玻璃
1480,300094.SZ,300094,国联水产
1481,300095.SZ,300095,华伍股份
1482,300096.SZ,300096,易联众
1483,300097.SZ,300097,智云股份
1484,300098.SZ,300098,高新兴
1485,300099.SZ,300099,精准信息
1486,300100.SZ,300100,双林股份
1487,300101.SZ,300101,振芯科技
1488,300102.SZ,300102,乾照光电
1489,300103.SZ,300103,达刚路机
1490,300105.SZ,300105,龙源技术
1491,300106.SZ,300106,西部牧业
1492,300107.SZ,300107,建新股份
1493,300108.SZ,300108,吉药控股
1494,300109.SZ,300109,新开源
1495,300110.SZ,300110,华仁药业
1496,300111.SZ,300111,向日葵
1497,300112.SZ,300112,万讯自控
1498,300113.SZ,300113,顺网科技
1499,300114.SZ,300114,中航电测
1500,300115.SZ,300115,长盈精密
1501,300116.SZ,300116,坚瑞沃能
1502,300117.SZ,300117,嘉寓股份
1503,300118.SZ,300118,东方日升
1504,300119.SZ,300119,瑞普生物
1505,300120.SZ,300120,经纬辉开
1506,300121.SZ,300121,阳谷华泰
1507,300122.SZ,300122,智飞生物
1508,300123.SZ,300123,亚光科技
1509,300124.SZ,300124,汇川技术
1510,300125.SZ,300125,易世达
1511,300126.SZ,300126,锐奇股份
1512,300127.SZ,300127,银河磁体
1513,300128.SZ,300128,锦富技术
1514,300129.SZ,300129,泰胜风能
1515,300130.SZ,300130,新国都
1516,300131.SZ,300131,英唐智控
1517,300132.SZ,300132,青松股份
1518,300133.SZ,300133,华策影视
1519,300134.SZ,300134,大富科技
1520,300135.SZ,300135,宝利国际
1521,300136.SZ,300136,信维通信
1522,300137.SZ,300137,先河环保
1523,300138.SZ,300138,晨光生物
1524,300139.SZ,300139,晓程科技
1525,300140.SZ,300140,中环装备
1526,300141.SZ,300141,和顺电气
1527,300142.SZ,300142,沃森生物
1528,300143.SZ,300143,星普医科
